county,year,irrigation,variable,stage,value
JeffDavis,2022,irrigated,Accumulated-Precipitation (mm),Total Growing Season,634.746
JeffDavis,2022,irrigated,Mean-Minimum Temperature (Celcius Degree),Emergence,20.675
JeffDavis,2022,irrigated,Mean-Minimum Temperature (Celcius Degree),Vegetative,21.08787879
JeffDavis,2022,irrigated,Mean-Minimum Temperature (Celcius Degree),Squaring,22.55217391
JeffDavis,2022,irrigated,Mean-Minimum Temperature (Celcius Degree),Flowering,22.5
JeffDavis,2022,irrigated,Mean-Minimum Temperature (Celcius Degree),Cut-Out,22.11212121
JeffDavis,2022,irrigated,Mean-Minimum Temperature (Celcius Degree),Opening Bolls,14.58297872
JeffDavis,2022,irrigated,Mean-Minimum Temperature (Celcius Degree),Total Growing Season,19.81533742
JeffDavis,2022,irrigated,Mean-Maximum Temperature (Celcius Degree),Emergence,33.175
JeffDavis,2022,irrigated,Mean-Maximum Temperature (Celcius Degree),Vegetative,33.19393939
JeffDavis,2022,irrigated,Mean-Maximum Temperature (Celcius Degree),Squaring,32.7
JeffDavis,2022,irrigated,Mean-Maximum Temperature (Celcius Degree),Flowering,33.7173913
JeffDavis,2022,irrigated,Mean-Maximum Temperature (Celcius Degree),Cut-Out,32.06060606
JeffDavis,2022,irrigated,Mean-Maximum Temperature (Celcius Degree),Opening Bolls,28.36170213
JeffDavis,2022,irrigated,Mean-Maximum Temperature (Celcius Degree),Total Growing Season,31.57484663
JeffDavis,2022,irrigated,Mean-Vapor Pressure (Pa),Emergence,NA
JeffDavis,2022,irrigated,Mean-Vapor Pressure (Pa),Vegetative,NA
JeffDavis,2022,irrigated,Mean-Vapor Pressure (Pa),Squaring,NA
JeffDavis,2022,irrigated,Mean-Vapor Pressure (Pa),Flowering,NA
JeffDavis,2022,irrigated,Mean-Vapor Pressure (Pa),Cut-Out,NA
JeffDavis,2022,irrigated,Mean-Vapor Pressure (Pa),Opening Bolls,NA
JeffDavis,2022,irrigated,Mean-Vapor Pressure (Pa),Total Growing Season,NA
Lowndes,2022,dryland,Accumulated-Solar Radiation (MJ/m2),Emergence,NA
Lowndes,2022,dryland,Accumulated-Solar Radiation (MJ/m2),Vegetative,NA
Lowndes,2022,dryland,Accumulated-Solar Radiation (MJ/m2),Squaring,NA
Lowndes,2022,dryland,Accumulated-Solar Radiation (MJ/m2),Flowering,NA
Lowndes,2022,dryland,Accumulated-Solar Radiation (MJ/m2),Cut-Out,NA
Lowndes,2022,dryland,Accumulated-Solar Radiation (MJ/m2),Opening Bolls,NA
Lowndes,2022,dryland,Accumulated-Solar Radiation (MJ/m2),Total Growing Season,NA
Lowndes,2022,dryland,Accumulated-Days Degree,Emergence,83.05
Lowndes,2022,dryland,Accumulated-Days Degree,Vegetative,570.95
Lowndes,2022,dryland,Accumulated-Days Degree,Squaring,445.95
Lowndes,2022,dryland,Accumulated-Days Degree,Flowering,455.9
Lowndes,2022,dryland,Accumulated-Days Degree,Cut-Out,620
Lowndes,2022,dryland,Accumulated-Days Degree,Opening Bolls,748.8
Lowndes,2022,dryland,Accumulated-Days Degree,Total Growing Season,2924.65
Lowndes,2022,dryland,Accumulated-Precipitation (mm),Emergence,19.812
Lowndes,2022,dryland,Accumulated-Precipitation (mm),Vegetative,78.994
Lowndes,2022,dryland,Accumulated-Precipitation (mm),Squaring,133.35
Lowndes,2022,dryland,Accumulated-Precipitation (mm),Flowering,97.536
Lowndes,2022,dryland,Accumulated-Precipitation (mm),Cut-Out,181.61
Lowndes,2022,dryland,Accumulated-Precipitation (mm),Opening Bolls,92.964
Lowndes,2022,dryland,Accumulated-Precipitation (mm),Total Growing Season,604.266
Lowndes,2022,dryland,Mean-Minimum Temperature (Celcius Degree),Emergence,20.16
Lowndes,2022,dryland,Mean-Minimum Temperature (Celcius Degree),Vegetative,20.12352941
Lowndes,2022,dryland,Mean-Minimum Temperature (Celcius Degree),Squaring,22.66956522
Lowndes,2022,dryland,Mean-Minimum Temperature (Celcius Degree),Flowering,23.14347826
Lowndes,2022,dryland,Mean-Minimum Temperature (Celcius Degree),Cut-Out,22.671875
Lowndes,2022,dryland,Mean-Minimum Temperature (Celcius Degree),Opening Bolls,19.06170213
Lowndes,2022,dryland,Mean-Minimum Temperature (Celcius Degree),Total Growing Season,21.09817073
Lowndes,2022,dryland,Mean-Maximum Temperature (Celcius Degree),Emergence,31.12
Lowndes,2022,dryland,Mean-Maximum Temperature (Celcius Degree),Vegetative,32.02352941
Lowndes,2022,dryland,Mean-Maximum Temperature (Celcius Degree),Squaring,34.95652174
Lowndes,2022,dryland,Mean-Maximum Temperature (Celcius Degree),Flowering,33.56086957
Lowndes,2022,dryland,Mean-Maximum Temperature (Celcius Degree),Cut-Out,33.415625
Lowndes,2022,dryland,Mean-Maximum Temperature (Celcius Degree),Opening Bolls,30.84893617
Lowndes,2022,dryland,Mean-Maximum Temperature (Celcius Degree),Total Growing Season,32.55792683
Lowndes,2022,dryland,Mean-Vapor Pressure (Pa),Emergence,NA
Lowndes,2022,dryland,Mean-Vapor Pressure (Pa),Vegetative,NA
Lowndes,2022,dryland,Mean-Vapor Pressure (Pa),Squaring,NA
Lowndes,2022,dryland,Mean-Vapor Pressure (Pa),Flowering,NA
Lowndes,2022,dryland,Mean-Vapor Pressure (Pa),Cut-Out,NA
Lowndes,2022,dryland,Mean-Vapor Pressure (Pa),Opening Bolls,NA
Lowndes,2022,dryland,Mean-Vapor Pressure (Pa),Total Growing Season,NA
Tift,2022,dryland,Accumulated-Solar Radiation (MJ/m2),Emergence,NA
Tift,2022,dryland,Accumulated-Solar Radiation (MJ/m2),Vegetative,NA
Tift,2022,dryland,Accumulated-Solar Radiation (MJ/m2),Squaring,NA
Tift,2022,dryland,Accumulated-Solar Radiation (MJ/m2),Flowering,NA
Tift,2022,dryland,Accumulated-Solar Radiation (MJ/m2),Cut-Out,NA
Tift,2022,dryland,Accumulated-Solar Radiation (MJ/m2),Opening Bolls,NA
Tift,2022,dryland,Accumulated-Solar Radiation (MJ/m2),Total Growing Season,NA
Tift,2022,dryland,Accumulated-Days Degree,Emergence,78.9
Tift,2022,dryland,Accumulated-Days Degree,Vegetative,586.15
Tift,2022,dryland,Accumulated-Days Degree,Squaring,427.45
Tift,2022,dryland,Accumulated-Days Degree,Flowering,450.3
Tift,2022,dryland,Accumulated-Days Degree,Cut-Out,633.05
Tift,2022,dryland,Accumulated-Days Degree,Opening Bolls,818.5
Tift,2022,dryland,Accumulated-Days Degree,Total Growing Season,2994.35
Tift,2022,dryland,Accumulated-Precipitation (mm),Emergence,1.524
Tift,2022,dryland,Accumulated-Precipitation (mm),Vegetative,66.294
Tift,2022,dryland,Accumulated-Precipitation (mm),Squaring,9.398
Tift,2022,dryland,Accumulated-Precipitation (mm),Flowering,4.572
Tift,2022,dryland,Accumulated-Precipitation (mm),Cut-Out,30.48
Tift,2022,dryland,Accumulated-Precipitation (mm),Opening Bolls,10.414
Tift,2022,dryland,Accumulated-Precipitation (mm),Total Growing Season,122.682
Tift,2022,dryland,Mean-Minimum Temperature (Celcius Degree),Emergence,19.64
Tift,2022,dryland,Mean-Minimum Temperature (Celcius Degree),Vegetative,21.5
Tift,2022,dryland,Mean-Minimum Temperature (Celcius Degree),Squaring,22.70909091
Tift,2022,dryland,Mean-Minimum Temperature (Celcius Degree),Flowering,22.8826087
Tift,2022,dryland,Mean-Minimum Temperature (Celcius Degree),Cut-Out,22.50606061
Tift,2022,dryland,Mean-Minimum Temperature (Celcius Degree),Opening Bolls,15.56440678
Tift,2022,dryland,Mean-Minimum Temperature (Celcius Degree),Total Growing Season,19.96034483
Tift,2022,dryland,Mean-Maximum Temperature (Celcius Degree),Emergence,30.12
Tift,2022,dryland,Mean-Maximum Temperature (Celcius Degree),Vegetative,33.453125
Tift,2022,dryland,Mean-Maximum Temperature (Celcius Degree),Squaring,35.40454545
Tift,2022,dryland,Mean-Maximum Temperature (Celcius Degree),Flowering,33.01304348
Tift,2022,dryland,Mean-Maximum Temperature (Celcius Degree),Cut-Out,32.85454545
Tift,2022,dryland,Mean-Maximum Temperature (Celcius Degree),Opening Bolls,30.73220339
Tift,2022,dryland,Mean-Maximum Temperature (Celcius Degree),Total Growing Season,32.50977011
Tift,2022,dryland,Mean-Vapor Pressure (Pa),Emergence,NA
Tift,2022,dryland,Mean-Vapor Pressure (Pa),Vegetative,NA
Tift,2022,dryland,Mean-Vapor Pressure (Pa),Squaring,NA
Tift,2022,dryland,Mean-Vapor Pressure (Pa),Flowering,NA
Tift,2022,dryland,Mean-Vapor Pressure (Pa),Cut-Out,NA
Tift,2022,dryland,Mean-Vapor Pressure (Pa),Opening Bolls,NA
Tift,2022,dryland,Mean-Vapor Pressure (Pa),Total Growing Season,NA
Burke,2022,irrigated,Accumulated-Solar Radiation (MJ/m2),Emergence,NA
Burke,2022,irrigated,Accumulated-Solar Radiation (MJ/m2),Vegetative,NA
Burke,2022,irrigated,Accumulated-Solar Radiation (MJ/m2),Squaring,NA
Burke,2022,irrigated,Accumulated-Solar Radiation (MJ/m2),Flowering,NA
Burke,2022,irrigated,Accumulated-Solar Radiation (MJ/m2),Cut-Out,NA
Burke,2022,irrigated,Accumulated-Solar Radiation (MJ/m2),Opening Bolls,NA
Burke,2022,irrigated,Accumulated-Solar Radiation (MJ/m2),Total Growing Season,NA
Burke,2022,irrigated,Accumulated-Days Degree,Emergence,74.2
Burke,2022,irrigated,Accumulated-Days Degree,Vegetative,586
Burke,2022,irrigated,Accumulated-Days Degree,Squaring,433.95
Burke,2022,irrigated,Accumulated-Days Degree,Flowering,453.05
Burke,2022,irrigated,Accumulated-Days Degree,Cut-Out,626.65
Burke,2022,irrigated,Accumulated-Days Degree,Opening Bolls,479.2
Burke,2022,irrigated,Accumulated-Days Degree,Total Growing Season,2653.05
Burke,2022,irrigated,Accumulated-Precipitation (mm),Emergence,27.686
Burke,2022,irrigated,Accumulated-Precipitation (mm),Vegetative,85.09
Burke,2022,irrigated,Accumulated-Precipitation (mm),Squaring,91.186
Burke,2022,irrigated,Accumulated-Precipitation (mm),Flowering,102.616
Burke,2022,irrigated,Accumulated-Precipitation (mm),Cut-Out,161.036
Burke,2022,irrigated,Accumulated-Precipitation (mm),Opening Bolls,69.088
Burke,2022,irrigated,Accumulated-Precipitation (mm),Total Growing Season,536.702
Burke,2022,irrigated,Mean-Minimum Temperature (Celcius Degree),Emergence,15.86666667
Burke,2022,irrigated,Mean-Minimum Temperature (Celcius Degree),Vegetative,20.25588235
Burke,2022,irrigated,Mean-Minimum Temperature (Celcius Degree),Squaring,21.4125
Burke,2022,irrigated,Mean-Minimum Temperature (Celcius Degree),Flowering,22.0875
Burke,2022,irrigated,Mean-Minimum Temperature (Celcius Degree),Cut-Out,21.27142857
Burke,2022,irrigated,Mean-Minimum Temperature (Celcius Degree),Opening Bolls,11.80888889
Burke,2022,irrigated,Mean-Minimum Temperature (Celcius Degree),Total Growing Season,18.475
Burke,2022,irrigated,Mean-Maximum Temperature (Celcius Degree),Emergence,29.13333333
Burke,2022,irrigated,Mean-Maximum Temperature (Celcius Degree),Vegetative,33.08235294
Burke,2022,irrigated,Mean-Maximum Temperature (Celcius Degree),Squaring,33.425
Burke,2022,irrigated,Mean-Maximum Temperature (Celcius Degree),Flowering,33.6375
Burke,2022,irrigated,Mean-Maximum Temperature (Celcius Degree),Cut-Out,31.61714286
Burke,2022,irrigated,Mean-Maximum Temperature (Celcius Degree),Opening Bolls,27.43555556
Burke,2022,irrigated,Mean-Maximum Temperature (Celcius Degree),Total Growing Season,31.25178571
Burke,2022,irrigated,Mean-Vapor Pressure (Pa),Emergence,NA
Burke,2022,irrigated,Mean-Vapor Pressure (Pa),Vegetative,NA
Burke,2022,irrigated,Mean-Vapor Pressure (Pa),Squaring,NA
Burke,2022,irrigated,Mean-Vapor Pressure (Pa),Flowering,NA
Burke,2022,irrigated,Mean-Vapor Pressure (Pa),Cut-Out,NA
Burke,2022,irrigated,Mean-Vapor Pressure (Pa),Opening Bolls,NA
Burke,2022,irrigated,Mean-Vapor Pressure (Pa),Total Growing Season,NA
Burke,2022,dryland,Accumulated-Solar Radiation (MJ/m2),Emergence,NA
Burke,2022,dryland,Accumulated-Solar Radiation (MJ/m2),Vegetative,NA
Burke,2022,dryland,Accumulated-Solar Radiation (MJ/m2),Squaring,NA
Burke,2022,dryland,Accumulated-Solar Radiation (MJ/m2),Flowering,NA
Burke,2022,dryland,Accumulated-Solar Radiation (MJ/m2),Cut-Out,NA
Burke,2022,dryland,Accumulated-Solar Radiation (MJ/m2),Opening Bolls,NA
Burke,2022,dryland,Accumulated-Solar Radiation (MJ/m2),Total Growing Season,NA
Burke,2022,dryland,Accumulated-Days Degree,Emergence,85.75
Burke,2022,dryland,Accumulated-Days Degree,Vegetative,563.8
Burke,2022,dryland,Accumulated-Days Degree,Squaring,455.25
Burke,2022,dryland,Accumulated-Days Degree,Flowering,449.2
Burke,2022,dryland,Accumulated-Days Degree,Cut-Out,617.95
Burke,2022,dryland,Accumulated-Days Degree,Opening Bolls,305.35
Burke,2022,dryland,Accumulated-Days Degree,Total Growing Season,2477.3
Burke,2022,dryland,Accumulated-Precipitation (mm),Emergence,8.89
Burke,2022,dryland,Accumulated-Precipitation (mm),Vegetative,105.156
Burke,2022,dryland,Accumulated-Precipitation (mm),Squaring,88.138
Burke,2022,dryland,Accumulated-Precipitation (mm),Flowering,98.552
Burke,2022,dryland,Accumulated-Precipitation (mm),Cut-Out,149.098
Burke,2022,dryland,Accumulated-Precipitation (mm),Opening Bolls,48.514
Burke,2022,dryland,Accumulated-Precipitation (mm),Total Growing Season,498.348
Burke,2022,dryland,Mean-Minimum Temperature (Celcius Degree),Emergence,14.225
Burke,2022,dryland,Mean-Minimum Temperature (Celcius Degree),Vegetative,19.71176471
Burke,2022,dryland,Mean-Minimum Temperature (Celcius Degree),Squaring,21.36
Burke,2022,dryland,Mean-Minimum Temperature (Celcius Degree),Flowering,22.10416667
Burke,2022,dryland,Mean-Minimum Temperature (Celcius Degree),Cut-Out,21.42058824
Burke,2022,dryland,Mean-Minimum Temperature (Celcius Degree),Opening Bolls,16.36818182
Burke,2022,dryland,Mean-Minimum Temperature (Celcius Degree),Total Growing Season,19.97891156
Burke,2022,dryland,Mean-Maximum Temperature (Celcius Degree),Emergence,27.1375
Burke,2022,dryland,Mean-Maximum Temperature (Celcius Degree),Vegetative,32.53823529
Burke,2022,dryland,Mean-Maximum Temperature (Celcius Degree),Squaring,34.072
Burke,2022,dryland,Mean-Maximum Temperature (Celcius Degree),Flowering,32.99583333
Burke,2022,dryland,Mean-Maximum Temperature (Celcius Degree),Cut-Out,32.17647059
Burke,2022,dryland,Mean-Maximum Temperature (Celcius Degree),Opening Bolls,30.25
Burke,2022,dryland,Mean-Maximum Temperature (Celcius Degree),Total Growing Season,32.1537415
Burke,2022,dryland,Mean-Vapor Pressure (Pa),Emergence,NA
Burke,2022,dryland,Mean-Vapor Pressure (Pa),Vegetative,NA
Burke,2022,dryland,Mean-Vapor Pressure (Pa),Squaring,NA
Burke,2022,dryland,Mean-Vapor Pressure (Pa),Flowering,NA
Burke,2022,dryland,Mean-Vapor Pressure (Pa),Cut-Out,NA
Burke,2022,dryland,Mean-Vapor Pressure (Pa),Opening Bolls,NA
Burke,2022,dryland,Mean-Vapor Pressure (Pa),Total Growing Season,NA
Jenkins,2022,irrigated,Accumulated-Solar Radiation (MJ/m2),Emergence,NA
Jenkins,2022,irrigated,Accumulated-Solar Radiation (MJ/m2),Vegetative,NA
Jenkins,2022,irrigated,Accumulated-Solar Radiation (MJ/m2),Squaring,NA
Jenkins,2022,irrigated,Accumulated-Solar Radiation (MJ/m2),Flowering,NA
Jenkins,2022,irrigated,Accumulated-Solar Radiation (MJ/m2),Cut-Out,NA
Jenkins,2022,irrigated,Accumulated-Solar Radiation (MJ/m2),Opening Bolls,NA
Jenkins,2022,irrigated,Accumulated-Solar Radiation (MJ/m2),Total Growing Season,NA
Jenkins,2022,irrigated,Accumulated-Days Degree,Emergence,85.7
Jenkins,2022,irrigated,Accumulated-Days Degree,Vegetative,570.05
Jenkins,2022,irrigated,Accumulated-Days Degree,Squaring,446.1
Jenkins,2022,irrigated,Accumulated-Days Degree,Flowering,450.55
Jenkins,2022,irrigated,Accumulated-Days Degree,Cut-Out,629.85
Jenkins,2022,irrigated,Accumulated-Days Degree,Opening Bolls,275.7
Jenkins,2022,irrigated,Accumulated-Days Degree,Total Growing Season,2457.95
Jenkins,2022,irrigated,Accumulated-Precipitation (mm),Emergence,26.924
Jenkins,2022,irrigated,Accumulated-Precipitation (mm),Vegetative,61.976
Jenkins,2022,irrigated,Accumulated-Precipitation (mm),Squaring,95.504
Jenkins,2022,irrigated,Accumulated-Precipitation (mm),Flowering,114.554
Jenkins,2022,irrigated,Accumulated-Precipitation (mm),Cut-Out,169.672
Jenkins,2022,irrigated,Accumulated-Precipitation (mm),Opening Bolls,40.386
Jenkins,2022,irrigated,Accumulated-Precipitation (mm),Total Growing Season,509.016
Jenkins,2022,irrigated,Mean-Minimum Temperature (Celcius Degree),Emergence,20.12
Jenkins,2022,irrigated,Mean-Minimum Temperature (Celcius Degree),Vegetative,20.32121212
Jenkins,2022,irrigated,Mean-Minimum Temperature (Celcius Degree),Squaring,21.9875
Jenkins,2022,irrigated,Mean-Minimum Temperature (Celcius Degree),Flowering,21.97083333
Jenkins,2022,irrigated,Mean-Minimum Temperature (Celcius Degree),Cut-Out,20.34864865
Jenkins,2022,irrigated,Mean-Minimum Temperature (Celcius Degree),Opening Bolls,12.55769231
Jenkins,2022,irrigated,Mean-Minimum Temperature (Celcius Degree),Total Growing Season,19.50067114
Jenkins,2022,irrigated,Mean-Maximum Temperature (Celcius Degree),Emergence,32.54
Jenkins,2022,irrigated,Mean-Maximum Temperature (Celcius Degree),Vegetative,33.61515152
Jenkins,2022,irrigated,Mean-Maximum Temperature (Celcius Degree),Squaring,32.6125
Jenkins,2022,irrigated,Mean-Maximum Temperature (Celcius Degree),Flowering,33.675
Jenkins,2022,irrigated,Mean-Maximum Temperature (Celcius Degree),Cut-Out,31.04594595
Jenkins,2022,irrigated,Mean-Maximum Temperature (Celcius Degree),Opening Bolls,27.85
Jenkins,2022,irrigated,Mean-Maximum Temperature (Celcius Degree),Total Growing Season,31.78322148
Jenkins,2022,irrigated,Mean-Vapor Pressure (Pa),Emergence,NA
Jenkins,2022,irrigated,Mean-Vapor Pressure (Pa),Vegetative,NA
Jenkins,2022,irrigated,Mean-Vapor Pressure (Pa),Squaring,NA
Jenkins,2022,irrigated,Mean-Vapor Pressure (Pa),Flowering,NA
Jenkins,2022,irrigated,Mean-Vapor Pressure (Pa),Cut-Out,NA
Jenkins,2022,irrigated,Mean-Vapor Pressure (Pa),Opening Bolls,NA
Jenkins,2022,irrigated,Mean-Vapor Pressure (Pa),Total Growing Season,NA
Colquitt,2022,irrigated,Accumulated-Solar Radiation (MJ/m2),Emergence,NA
Colquitt,2022,irrigated,Accumulated-Solar Radiation (MJ/m2),Vegetative,NA
Colquitt,2022,irrigated,Accumulated-Solar Radiation (MJ/m2),Squaring,NA
Colquitt,2022,irrigated,Accumulated-Solar Radiation (MJ/m2),Flowering,NA
Colquitt,2022,irrigated,Accumulated-Solar Radiation (MJ/m2),Cut-Out,NA
Colquitt,2022,irrigated,Accumulated-Solar Radiation (MJ/m2),Opening Bolls,NA
Colquitt,2022,irrigated,Accumulated-Solar Radiation (MJ/m2),Total Growing Season,NA
Colquitt,2022,irrigated,Accumulated-Days Degree,Emergence,80.6
Colquitt,2022,irrigated,Accumulated-Days Degree,Vegetative,581.1
Colquitt,2022,irrigated,Accumulated-Days Degree,Squaring,433.25
Colquitt,2022,irrigated,Accumulated-Days Degree,Flowering,450.8
Colquitt,2022,irrigated,Accumulated-Days Degree,Cut-Out,631.85
Colquitt,2022,irrigated,Accumulated-Days Degree,Opening Bolls,944.05
Colquitt,2022,irrigated,Accumulated-Days Degree,Total Growing Season,3121.65
Colquitt,2022,irrigated,Accumulated-Precipitation (mm),Emergence,13.716
Colquitt,2022,irrigated,Accumulated-Precipitation (mm),Vegetative,129.286
Colquitt,2022,irrigated,Accumulated-Precipitation (mm),Squaring,40.386
Colquitt,2022,irrigated,Accumulated-Precipitation (mm),Flowering,211.074
Colquitt,2022,irrigated,Accumulated-Precipitation (mm),Cut-Out,115.824
Colquitt,2022,irrigated,Accumulated-Precipitation (mm),Opening Bolls,41.402
Colquitt,2022,irrigated,Accumulated-Precipitation (mm),Total Growing Season,551.688
Colquitt,2022,irrigated,Mean-Minimum Temperature (Celcius Degree),Emergence,20.14
Colquitt,2022,irrigated,Mean-Minimum Temperature (Celcius Degree),Vegetative,21.97096774
Colquitt,2022,irrigated,Mean-Minimum Temperature (Celcius Degree),Squaring,23
Colquitt,2022,irrigated,Mean-Minimum Temperature (Celcius Degree),Flowering,22.94347826
Colquitt,2022,irrigated,Mean-Minimum Temperature (Celcius Degree),Cut-Out,22.48787879
Colquitt,2022,irrigated,Mean-Minimum Temperature (Celcius Degree),Opening Bolls,16.08550725
Colquitt,2022,irrigated,Mean-Minimum Temperature (Celcius Degree),Total Growing Season,20.04098361
Colquitt,2022,irrigated,Mean-Maximum Temperature (Celcius Degree),Emergence,29.16
Colquitt,2022,irrigated,Mean-Maximum Temperature (Celcius Degree),Vegetative,32.32580645
Colquitt,2022,irrigated,Mean-Maximum Temperature (Celcius Degree),Squaring,33.90454545
Colquitt,2022,irrigated,Mean-Maximum Temperature (Celcius Degree),Flowering,31.95217391
Colquitt,2022,irrigated,Mean-Maximum Temperature (Celcius Degree),Cut-Out,32.00606061
Colquitt,2022,irrigated,Mean-Maximum Temperature (Celcius Degree),Opening Bolls,28.88550725
Colquitt,2022,irrigated,Mean-Maximum Temperature (Celcius Degree),Total Growing Season,31.0273224
Colquitt,2022,irrigated,Mean-Vapor Pressure (Pa),Emergence,NA
Colquitt,2022,irrigated,Mean-Vapor Pressure (Pa),Vegetative,NA
Colquitt,2022,irrigated,Mean-Vapor Pressure (Pa),Squaring,NA
Colquitt,2022,irrigated,Mean-Vapor Pressure (Pa),Flowering,NA
Colquitt,2022,irrigated,Mean-Vapor Pressure (Pa),Cut-Out,NA
Colquitt,2022,irrigated,Mean-Vapor Pressure (Pa),Opening Bolls,NA
Colquitt,2022,irrigated,Mean-Vapor Pressure (Pa),Total Growing Season,NA
Bulloch,2022,irrigated,Accumulated-Solar Radiation (MJ/m2),Emergence,NA
Bulloch,2022,irrigated,Accumulated-Solar Radiation (MJ/m2),Vegetative,NA
Bulloch,2022,irrigated,Accumulated-Solar Radiation (MJ/m2),Squaring,NA
Bulloch,2022,irrigated,Accumulated-Solar Radiation (MJ/m2),Flowering,NA
Bulloch,2022,irrigated,Accumulated-Solar Radiation (MJ/m2),Cut-Out,NA
Bulloch,2022,irrigated,Accumulated-Solar Radiation (MJ/m2),Opening Bolls,NA
Bulloch,2022,irrigated,Accumulated-Solar Radiation (MJ/m2),Total Growing Season,NA
Bulloch,2022,irrigated,Accumulated-Days Degree,Emergence,69.85
Bulloch,2022,irrigated,Accumulated-Days Degree,Vegetative,589.6
Bulloch,2022,irrigated,Accumulated-Days Degree,Squaring,432.85
Bulloch,2022,irrigated,Accumulated-Days Degree,Flowering,464.05
Bulloch,2022,irrigated,Accumulated-Days Degree,Cut-Out,618
Bulloch,2022,irrigated,Accumulated-Days Degree,Opening Bolls,802.45
Bulloch,2022,irrigated,Accumulated-Days Degree,Total Growing Season,2976.8
Bulloch,2022,irrigated,Accumulated-Precipitation (mm),Emergence,2.54
Bulloch,2022,irrigated,Accumulated-Precipitation (mm),Vegetative,58.42
Bulloch,2022,irrigated,Accumulated-Precipitation (mm),Squaring,128.27
Bulloch,2022,irrigated,Accumulated-Precipitation (mm),Flowering,95.25
Bulloch,2022,irrigated,Accumulated-Precipitation (mm),Cut-Out,156.718
Bulloch,2022,irrigated,Accumulated-Precipitation (mm),Opening Bolls,50.546
Bulloch,2022,irrigated,Accumulated-Precipitation (mm),Total Growing Season,491.744
Bulloch,2022,irrigated,Mean-Minimum Temperature (Celcius Degree),Emergence,20.525
Bulloch,2022,irrigated,Mean-Minimum Temperature (Celcius Degree),Vegetative,22.26774194
Bulloch,2022,irrigated,Mean-Minimum Temperature (Celcius Degree),Squaring,23.25454545
Bulloch,2022,irrigated,Mean-Minimum Temperature (Celcius Degree),Flowering,23.53913043
Bulloch,2022,irrigated,Mean-Minimum Temperature (Celcius Degree),Cut-Out,22.61875
Bulloch,2022,irrigated,Mean-Minimum Temperature (Celcius Degree),Opening Bolls,15.6421875
Bulloch,2022,irrigated,Mean-Minimum Temperature (Celcius Degree),Total Growing Season,20.17215909
Bulloch,2022,irrigated,Mean-Maximum Temperature (Celcius Degree),Emergence,33.425
Bulloch,2022,irrigated,Mean-Maximum Temperature (Celcius Degree),Vegetative,32.8516129
Bulloch,2022,irrigated,Mean-Maximum Temperature (Celcius Degree),Squaring,33.04090909
Bulloch,2022,irrigated,Mean-Maximum Temperature (Celcius Degree),Flowering,32.76086957
Bulloch,2022,irrigated,Mean-Maximum Temperature (Celcius Degree),Cut-Out,31.678125
Bulloch,2022,irrigated,Mean-Maximum Temperature (Celcius Degree),Opening Bolls,28.1734375
Bulloch,2022,irrigated,Mean-Maximum Temperature (Celcius Degree),Total Growing Season,30.96193182
Bulloch,2022,irrigated,Mean-Vapor Pressure (Pa),Emergence,NA
Bulloch,2022,irrigated,Mean-Vapor Pressure (Pa),Vegetative,NA
Bulloch,2022,irrigated,Mean-Vapor Pressure (Pa),Squaring,NA
Bulloch,2022,irrigated,Mean-Vapor Pressure (Pa),Flowering,NA
Bulloch,2022,irrigated,Mean-Vapor Pressure (Pa),Cut-Out,NA
Bulloch,2022,irrigated,Mean-Vapor Pressure (Pa),Opening Bolls,NA
Bulloch,2022,irrigated,Mean-Vapor Pressure (Pa),Total Growing Season,NA
Mitchell,2022,irrigated,Accumulated-Solar Radiation (MJ/m2),Emergence,NA
Mitchell,2022,irrigated,Accumulated-Solar Radiation (MJ/m2),Vegetative,NA
Mitchell,2022,irrigated,Accumulated-Solar Radiation (MJ/m2),Squaring,NA
Mitchell,2022,irrigated,Accumulated-Solar Radiation (MJ/m2),Flowering,NA
Mitchell,2022,irrigated,Accumulated-Solar Radiation (MJ/m2),Cut-Out,NA
Mitchell,2022,irrigated,Accumulated-Solar Radiation (MJ/m2),Opening Bolls,NA
Mitchell,2022,irrigated,Accumulated-Solar Radiation (MJ/m2),Total Growing Season,NA
Mitchell,2022,irrigated,Accumulated-Days Degree,Emergence,85.1
Mitchell,2022,irrigated,Accumulated-Days Degree,Vegetative,573.9
Mitchell,2022,irrigated,Accumulated-Days Degree,Squaring,447.85
Mitchell,2022,irrigated,Accumulated-Days Degree,Flowering,443.25
Mitchell,2022,irrigated,Accumulated-Days Degree,Cut-Out,631
Mitchell,2022,irrigated,Accumulated-Days Degree,Opening Bolls,851
Mitchell,2022,irrigated,Accumulated-Days Degree,Total Growing Season,3032.1
Mitchell,2022,irrigated,Accumulated-Precipitation (mm),Emergence,0
Mitchell,2022,irrigated,Accumulated-Precipitation (mm),Vegetative,145.288
Mitchell,2022,irrigated,Accumulated-Precipitation (mm),Squaring,172.212
Mitchell,2022,irrigated,Accumulated-Precipitation (mm),Flowering,116.078
Mitchell,2022,irrigated,Accumulated-Precipitation (mm),Cut-Out,189.992
Mitchell,2022,irrigated,Accumulated-Precipitation (mm),Opening Bolls,110.998
Mitchell,2022,irrigated,Accumulated-Precipitation (mm),Total Growing Season,734.568
Mitchell,2022,irrigated,Mean-Minimum Temperature (Celcius Degree),Emergence,20.04
Mitchell,2022,irrigated,Mean-Minimum Temperature (Celcius Degree),Vegetative,21.21875
